id,title,subtitle,authors,publisher,publishedDate,description,pageCount,categories,language,averageRating,ratingsCount,previewLink,buyLink,mainCategory,imagem
jFgKMQAACAAJ,The Canterville Ghost,,Oscar Wilde,,2016-12-14,"""The Canterville Ghost"" is a parody featuring a dramatic spirit named Sir Simon and the United States minister (ambassador) to the Court of St. James's, Hiram B. Otis. Mr. Otis travels to England with his family and moves into a haunted country house. Lord Canterville, the previous owner of the house, warns Mr. Otis that the ghost of Sir Simon de Canterville has haunted it ever since he killed his wife, Eleonore, three centuries before. But Mr. Otis dismisses the ghost story as bunk and disregards Lord Canterville's warnings. When the Otises learn that the house is indeed haunted, they succeed in victimizing the ghost and in disregarding age-old British traditions. What emerges is a satire of American materialism, a lampoon of traditional British values, and an amusing twist on the traditional gothic horror tale.",72.0,,en,,,http://books.google.com.br/books?id=jFgKMQAACAAJ&dq=subject:Fiction&hl=&as_pt=BOOKS&cd=81&source=gbs_api,,Fiction,http://books.google.com/books/content?id=jFgKMQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
H0uczQEACAAJ,A Christmas Carol Illustrated,,Charles Dickens,,2020-07-08,"""A Christmas Carol. In Prose. Being a Ghost Story of Christmas, commonly known as A Christmas Carol, is a novella by Charles Dickens, first published in London by Chapman & Hall in 1843 and illustrated by John Leech. A Christmas Carol recounts the story of Ebenezer Scrooge, an elderly miser who is visited by the ghost of his former business partner Jacob Marley and the spirits of Christmas Past, Present and Yet to Come. After their visits, Scrooge is transformed into a kinder, gentler man.Dickens wrote A Christmas Carol during a period when the British were exploring and re-evaluating past Christmas traditions, including carols and newer customs such as Christmas trees. He was influenced by the experiences of his own youth and by the Christmas stories of other authors including Washington Irving and Douglas Jerrold. Dickens had written three Christmas stories prior to the novella, and was inspired following a visit to the Field Lane Ragged School, one of several establishments for London's street children. The treatment of the poor and the ability of a selfish man to redeem himself by transforming into a more sympathetic character are the key themes of the story. There is discussion among academics as to whether this was a fully secular story, or if it is a Christian allegory.""",116.0,,en,,,http://books.google.com.br/books?id=H0uczQEACAAJ&dq=subject:Fiction&hl=&as_pt=BOOKS&cd=82&source=gbs_api,,Fiction,http://books.google.com/books/content?id=H0uczQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
jKmOzgEACAAJ,The Divine Comedy Illustrated,,Dante Alighieri,,2021-04-23,"The Divine Comedy (Italian: Divina Commedia) is a long Italian narrative poem by Dante Alighieri, begun c. 1308 and completed in 1320, a year before his death in 1321. It is widely considered to be the pre-eminent work in Italian literature and one of the greatest works of world literature. The poem's imaginative vision of the afterlife is representative of the medieval world-view as it had developed in the Western Church by the 14th century. It helped establish the Tuscan language, in which it is written (also in most present-day Italian-market editions), as the standardized Italian language. It is divided into three parts: Inferno, Purgatorio, and Paradiso.",502.0,,en,,,http://books.google.com.br/books?id=jKmOzgEACAAJ&dq=subject:Fiction&hl=&as_pt=BOOKS&cd=83&source=gbs_api,,Fiction,
sd2JtAEACAAJ,The Canterville Ghost,,"Oscar Wilde, J. V. Editors",Createspace Independent Publishing Platform,2017-10-24,"""The Canterville Ghost"" is a parody featuring a dramatic spirit named Sir Simon and the United States minister (ambassador) to the Court of St. James's, Hiram B. Otis. Mr. Otis travels to England with his family and moves into a haunted country house. Lord Canterville, the previous owner of the house, warns Mr. Otis that the ghost of Sir Simon de Canterville has haunted it ever since he killed his wife, Eleonore, three centuries before. But Mr. Otis dismisses the ghost story as bunk and disregards Lord Canterville's warnings. When the Otises learn that the house is indeed haunted, they succeed in victimizing the ghost and in disregarding age-old British traditions. What emerges is a satire of American materialism, a lampoon of traditional British values, and an amusing twist on the traditional gothic horror tale.",48.0,,en,,,http://books.google.com.br/books?id=sd2JtAEACAAJ&dq=subject:Fiction&hl=&as_pt=BOOKS&cd=84&source=gbs_api,,Fiction,http://books.google.com/books/content?id=sd2JtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
M4B0EQAAQBAJ,How to Observe. Morals and Manners,,Harriet Martineau,BoD – Books on Demand,2025-07-27,"Reprint of the original, first published in 1838. The Antigonos publishing house specialises in the publication of reprints of historical books. We make sure that these works are made available to the public in good condition in order to preserve their cultural heritage.",254.0,Fiction,en,,,http://books.google.com.br/books?id=M4B0EQAAQBAJ&printsec=frontcover&dq=subject:Fiction&hl=&as_pt=BOOKS&cd=85&source=gbs_api,,Fiction,http://books.google.com/books/content?id=M4B0EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
WKSzzAEACAAJ,The Mysterious Affair at Styles Illustrated,,Agatha Christie,Independently Published,2019-12-04,"""The Mysterious Affair at Styles is a detective novel by British writer Agatha Christie. It was written in the middle of the First World War, in 1916, and first published by John Lane in the United States in October 1920[1] and in the United Kingdom by The Bodley Head (John Lane's UK company) on 21 January 1921.[2]Styles was Christie's first published novel. It introduced Hercule Poirot, Inspector (later, Chief Inspector) Japp, and Arthur Hastings.[3] Poirot, a Belgian refugee of the Great War, is settling in England near the home of Emily Inglethorp, who helped him to his new life. His friend Hastings arrives as a guest at her home. When the woman is killed, Poirot uses his detective skills to solve the mystery.""",226.0,,en,,,http://books.google.com.br/books?id=WKSzzAEACAAJ&dq=subject:Fiction&hl=&as_pt=BOOKS&cd=86&source=gbs_api,,Fiction,http://books.google.com/books/content?id=WKSzzAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
RCULqqhTtpkC,Wuthering Heights,,Emily Brontë,Puffin,1999-06,"It's Time to Rediscover the Wonderful Books We All Cherish. ""My greatest thought in living is Heathcliff. If all else perished, and he remained, I should still continue to be. . . Nelly, I am Heathcliff! He's always always in my mind: Not as a pleasure . . . But as my own being -- Catherine Earnshaw Emily BrontË's classic tempestuous love story of Catherine and Heathcliff is played out against the backdrop of the English moors. As young Catherine, daughter of the house, and Heathcliff, an uncouth orphan adopted by the family, grow up together and fall in love, their companionship turns into obsession. Family, class, and fate work cruelly against these two star--crossed lovers.Wuthering Heights is a beloved classic of English literature.",452.0,Fiction,en,,,http://books.google.com.br/books?id=RCULqqhTtpkC&dq=subject:Fiction&hl=&as_pt=BOOKS&cd=87&source=gbs_api,,Fiction,http://books.google.com/books/content?id=RCULqqhTtpkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
x-1VtAEACAAJ,The Memoirs of Sherlock Holmes,,Arthur Conan Doyle,Wingspan Press,2008-11,"First serialized in 1887 in London magazines, Sherlock Holmes remains the greatest detective of all time. He was an instant hit with the public with his incisive mind and fearless approach to the truth. At a time when forensic science was just beginning to emerge, Holmes became the master of arcane knowledge and the criminal mind. His stunning leaps of deduction were the bane of England's evildoers and the envy of Scotland Yard. Arthur Conan Doyle killed Holmes off in 1891 when he tired of writing the stories, but public demand forced him to revive his hero shortly thereafter, and he continued with further adventures until 1927. Doyle wrote four Sherlock Holmes novels, and his short stories have been collected into five anthologies. Published over an astounding forty years, from A Study in Scarlet in 1887, to his final short stories published between 1921 and 1927, Holmes continues to thrill today. His name still evokes a vision of the smoking pipe and deerstalker hat, and remains synonymous with clever deduction and the ability to ferret out the truth from a maze of conflicting evidence. Enjoy all of Sherlock Holme's exploits in WingSpan Classic books. The Adventures of Sherlock Holmes The Memoirs of Sherlock Holmes The Return of Sherlock Holmes A Study in Scarlet The Sign of The Four The Hound of the Baskervilles The Valley of Fear His Last Bow The Case-Book of Sherlock Holmes",228.0,,en,,,http://books.google.com.br/books?id=x-1VtAEACAAJ&dq=subject:Fiction&hl=&as_pt=BOOKS&cd=88&source=gbs_api,,Fiction,http://books.google.com/books/content?id=x-1VtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
iKr7zQEACAAJ,Oliver Twist Illustrated,,Charles Dickens,,2020-08-24,"Charles Dickens was a prolific and highly influential 19th century British author, who penned such acclaimed works as 'Oliver Twist,' 'A Christmas Carol,' 'David Copperfield' and 'Great Expectations.",580.0,,en,,,http://books.google.com.br/books?id=iKr7zQEACAAJ&dq=subject:Fiction&hl=&as_pt=BOOKS&cd=89&source=gbs_api,,Fiction,http://books.google.com/books/content?id=iKr7zQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
6ce8xwEACAAJ,Great Expectations,,Charles Dickens,,2019-07-19,"In an overgrown churchyard, a grizzled convict springs upon an orphan boy named Pip. The convict terrifies Pip and threatens to kill him unless the boy helps further his escape. Later, Pip finds himself in a ruined garden where he meets the embittered and crazy Miss Havisham and her foster child, Estella, with whom he instantly falls in love. After a secret benefactor gives him a fortune, Pip moves to London, where he cultivates great expectations for a life that would allow him to discard his impoverished beginnings and socialize with members of the idle upper class. As Pip struggles to become a gentleman, he slowly learns the truth about himself and his illusions, and is tormented endlessly by the beautiful Estella. Written in the last decade of Dickens's life, Great Expectations reveals the author's dark attitudes toward Victorian society, its inherent class structure, and its materialism. Yet it persists as one of Dickens's most popular novels. Richly comic and immensely readable, Great Expectations is a tapestry woven of vividly drawn characters, moral maelstroms, and the sorrow and pity of love.",552.0,,en,,,http://books.google.com.br/books?id=6ce8xwEACAAJ&dq=subject:Fiction&hl=&as_pt=BOOKS&cd=90&source=gbs_api,,Fiction,http://books.google.com/books/content?id=6ce8xwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
uWD0kQEACAAJ,Manuscript Found in Accra,,Paulo Coelho,Knopf Publishing Group,2013,"The latest novel from #1 internationally bestselling author Coelho is a classic of inspiration and reflection. A novel of philosophical reflection set in Jerusalem during the time of the Crusades. Here a community of Christians, Arabs, and Jews who have long lived together harmoniously have been warned of an imminent attack and certain destruction.",190.0,Crusades,en,,,http://books.google.com.br/books?id=uWD0kQEACAAJ&dq=subject:Fiction&hl=&as_pt=BOOKS&cd=121&source=gbs_api,,Fiction,http://books.google.com/books/content?id=uWD0kQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
pXw8MQAACAAJ,Frankenstein,By Mary Wollstonecraft Shelley - Illustrated,Mary Wollstonecraft Shelley,Createspace Independent Publishing Platform,2016-12-09,"Why buy our paperbacks? Standard Font size of 10 for all books High Quality Paper Fulfilled by Amazon Expedited shipping 30 Days Money Back Guarantee BEWARE of Low-quality sellers Don't buy cheap paperbacks just to save a few dollars. Most of them use low-quality papers & binding. Their pages fall off easily. Some of them even use very small font size of 6 or less to increase their profit margin. It makes their books completely unreadable. How is this book unique? Unabridged (100% Original content) Font adjustments & biography included Illustrated About Frankenstein by Mary Wollstonecraft Shelley Frankenstein; or, The Modern Prometheus is a novel written by the English author Mary Wollstonecraft Shelley about the young science student Victor Frankenstein, who creates a grotesque but sentient creature in an unorthodox scientific experiment. Shelley started writing the story when she was eighteen, and the novel was published when she was twenty. The first edition was published anonymously in London in 1818. Shelley's name appears on the second edition, published in France in 1823. Shelley had travelled through Europe in 1814, journeying along the river Rhine in Germany with a stop in Gernsheim which is just 17 km (10 mi) away from Frankenstein Castle, where, two centuries before, an alchemist was engaged in experiments. Later, she travelled in the region of Geneva (Switzerland)-where much of the story takes place-and the topic of galvanism and other similar occult ideas were themes of conversation among her companions, particularly her lover and future husband, Percy Shelley. Mary, Percy, Lord Byron, and John Polidori decided to have a competition to see who could write the best horror story. After thinking for days, Shelley dreamt about a scientist who created life and was horrified by what he had made; her dream later evolved into the novel's story.",164.0,,en,,,http://books.google.com.br/books?id=pXw8MQAACAAJ&dq=subject:Fiction&hl=&as_pt=BOOKS&cd=122&source=gbs_api,,Fiction,http://books.google.com/books/content?id=pXw8MQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
lrxdzgEACAAJ,Peter Pan (Peter and Wendy) Illustrated,,James Matthew Barrie,,2021-03-24,"Peter Pan, or The Boy Who Wouldn't Grow Up and Peter and Wendy are the stage play and novel (respectively) which tell the story of Peter Pan, a mischievous little boy who can fly, and his adventures on the island of Neverland with Wendy Darling and her brothers, the fairy Tinker Bell, the Lost Boys, the Indian princess Tiger Lily, and the pirate Captain Hook. The story was written by Scottish playwright and novelist J. M. Barrie, inspired by his friendship with the Llewelyn-Davies family.",186.0,,en,,,http://books.google.com.br/books?id=lrxdzgEACAAJ&dq=subject:Fiction&hl=&as_pt=BOOKS&cd=123&source=gbs_api,,Fiction,http://books.google.com/books/content?id=lrxdzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
U2LczQEACAAJ,Mansfield Park Illustrated,,Jane Austen,,2020-09-11,"""Mansfield Park is the third published novel by Jane Austen, first published in 1814 by Thomas Egerton. A second edition was published in 1816 by John Murray, still within Austen's lifetime. The novel did not receive any public reviews until 1821.The novel tells the story of Fanny Price, starting when her overburdened family sends her at age ten to live in the household of her wealthy aunt and uncle and following her development into early adulthood. From early on critical interpretation has been diverse, differing particularly over the character of the heroine, Austen's views about theatrical performance and the centrality or otherwise of ordination and religion, and on the question of slavery. Some of these problems have been highlighted in the several later adaptations of the story for stage and screen.""",550.0,,en,,,http://books.google.com.br/books?id=U2LczQEACAAJ&dq=subject:Fiction&hl=&as_pt=BOOKS&cd=124&source=gbs_api,,Fiction,http://books.google.com/books/content?id=U2LczQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
CmpypjdQsHYC,Ecstasy,Three Tales of Chemical Romance,Irvine Welsh,W. W. Norton & Company,1996,"A bestsellig romance author suffers a paralyzing stroke and her philandering husband wonders how this will affect his gambling and whoring budget; two young lovers must come to terms with their chemically induced deformity; Lloyd from Leith transfigures his passion for an unhappily married woman. These three tales confirm Irvine Welsh's position as a master of the ""chemical"" romance genre.",292.0,Fiction,en,3.5,6.0,http://books.google.com.br/books?id=CmpypjdQsHYC&dq=subject:Fiction&hl=&as_pt=BOOKS&cd=125&source=gbs_api,,Fiction,http://books.google.com/books/content?id=CmpypjdQsHYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
iNgrzgEACAAJ,The Brothers Karamazov,A Novel in Four Parts With Epilogue,Fyodor Dostoevsky,North Point Press,1990-09-12,,832.0,Fiction,en,,,http://books.google.com.br/books?id=iNgrzgEACAAJ&dq=subject:Fiction&hl=&as_pt=BOOKS&cd=126&source=gbs_api,,Fiction,
ppC2MwEACAAJ,Peter Pan,,James Matthew Barrie,,2011,Welcome to the world of miniature books! Experience the true meaning of a miniature book. It is not just about the size! These books will impress you with their readability and perfect quality right down to the last detail. Features: Unabridged original text; Complete new typesetting for an optimum of readability; Hardcover books with slipcases; Standard & Limited Edition gilt-edged editions available.,508.0,Fantasy fiction,en,,,http://books.google.com.br/books?id=ppC2MwEACAAJ&dq=subject:Fiction&hl=&as_pt=BOOKS&cd=127&source=gbs_api,,Fiction,http://books.google.com/books/content?id=ppC2MwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Z7GTyAEACAAJ,The Song of Hiawatha,,Henry Wadsworth Longfellow,,2019-08-15,"The Song of Hiawatha is an 1855 epic poem in trochaic tetrameter by Henry Wadsworth Longfellow which features Native American characters. The epic relates the fictional adventures of an Ojibwe warrior named Hiawatha and the tragedy of his love for Minnehaha, a Dakota woman.",494.0,,en,,,http://books.google.com.br/books?id=Z7GTyAEACAAJ&dq=subject:Fiction&hl=&as_pt=BOOKS&cd=128&source=gbs_api,,Fiction,http://books.google.com/books/content?id=Z7GTyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
_Lw4uQEACAAJ,The Lost World,,Arthur Conan Doyle,Createspace Independent Publishing Platform,2018-07-14,"The Lost World by Arthur Conan Doyle Resigned after acrimonious correspondence same year. Winner of Crayston Medal for Zoological Research. Foreign Member of'--well, quite a lot of things, about two inches of small type--`Societe Belge, American Academy of Sciences, La Plata, etc., etc. Ex-President Palaeontological Society. Section H, British Association'--so on, so on!--`Publications: ""Some Observations Upon a Series of Kalmuck Skulls""; ""Outlines of Vertebrate Evolution""; and numerous papers, including ""The underlying fallacy of Weissmannism,"" which caused heated discussion at the Zoological Congress of Vienna. Recreations: Walking, Alpine climbing. Address: Enmore Park, Kensington, W.' ""There, take it with you. I've nothing more for you to-night."" I pocketed the slip of paper. We are delighted to publish this classic book as part of our extensive Classic Library collection. Many of the books in our collection have been out of print for decades, and therefore have not been accessible to the general public. The aim of our publishing program is to facilitate rapid access to this vast reservoir of literature, and our view is that this is a significant literary work, which deserves to be brought back into print after many decades. The contents of the vast majority of titles in the Classic Library have been scanned from the original works. To ensure a high quality product, each title has been meticulously hand curated by our staff. Our philosophy has been guided by a desire to provide the reader with a book that is as close as possible to ownership of the original work. We hope that you will enjoy this wonderful classic work, and that for you it becomes an enriching experience.",198.0,,en,,,http://books.google.com.br/books?id=_Lw4uQEACAAJ&dq=subject:Fiction&hl=&as_pt=BOOKS&cd=129&source=gbs_api,,Fiction,http://books.google.com/books/content?id=_Lw4uQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
zENXswEACAAJ,The Wonderful Wizard of Oz,,L. Frank Baum,Createspace Independent Publishing Platform,2018-01-11,"L. Frank Baum's classic children's novel The Wonderful Wizard of Oz was published in 1900 and was an immediate smash hit. If you've at least seen the musical you know the story: a young girl named Dorothy is swept away from her Kansas farm by a tornado and is plopped down in a fantastical land of wonder. This novel stands on its own as a brilliant work of American literature whose characters, unlike many European counterparts, don't come from any ancient legends, but were simply made up: talking animals, good and wicked witches, and of course, the wonderful Wizard himself!",106.0,,en,,,http://books.google.com.br/books?id=zENXswEACAAJ&dq=subject:Fiction&hl=&as_pt=BOOKS&cd=130&source=gbs_api,,Fiction,http://books.google.com/books/content?id=zENXswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
P8qaDAAAQBAJ,The Black Tulip,,Alexandre Dumas,Simon and Schuster,2014-01-01,"Cornelius von Baerle lives only to cultivate the elusive black tulip and win a magnificent prize for its creation. But when his powerful godfather is assassinated, the unwitting Cornelius becomes caught up in a deadly political intrigue. Falsely accused of high treason by a bitter rival, Cornelius is condemned to life in prison. His only comfort is Rosa, the jailer's beautiful daughter, who helps him concoct a plan to grow the black tulip in secret. As Robin Buss explains in his informative introduction, Dumas infuses his story with elements from the history of the Dutch Republic (including two brutal murders) and Holland's seventeenth-century ""tulipmania"" phenomenon.",314.0,Fiction,en,,,http://books.google.com.br/books?id=P8qaDAAAQBAJ&dq=subject:Fiction&hl=&as_pt=BOOKS&cd=161&source=gbs_api,,Fiction,http://books.google.com/books/content?id=P8qaDAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
